access_contract,arm,card_id,condition,condition_factors,n_makers,recorded_metrics,source
{},surface-habit,V02,changing-up-subtle-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.7021067401645346,""future_choice_log_score"":-1.5418251989168226,""future_considered_targets"":22.654296875,""future_found_options"":8.1240234375,""future_legal"":1.0,""future_revision_primitives"":1.6826171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.9892578125,""old_execution_primitives"":2.0,""original_production_primitives"":28.7353515625,""original_search_primitives"":890.1650390625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":40.6201171875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.9892578125,""reader_surface_comparisons"":24.3720703125,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.6347978395432728,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-subtle-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6527532225160502,""future_choice_log_score"":-1.373037575688605,""future_considered_targets"":22.654296875,""future_found_options"":8.1240234375,""future_legal"":1.0,""future_revision_primitives"":1.6826171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.9892578125,""old_execution_primitives"":2.0,""original_production_primitives"":28.7353515625,""original_search_primitives"":890.1650390625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.1240234375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.9892578125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.6317908653971468,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},chronological,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3607612063618019,""future_choice_log_score"":-0.7502275701477271,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":336.2548828125,""reader_prediction_terms"":41.4111328125,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1007.240234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3384948056619791,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},context-mixture,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3677072489282284,""future_choice_log_score"":-0.7651271435664385,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.4111328125,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":110.158203125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3609239029893377,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3607612063618019,""future_choice_log_score"":-0.7502275701477271,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":336.2548828125,""reader_prediction_terms"":41.4111328125,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1007.240234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3384948056619791,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},stable,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3684015947564345,""future_choice_log_score"":-0.7787999831735629,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":201.7529296875,""reader_prediction_terms"":24.8466796875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1007.240234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3435782409356066,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.41719084158519765,""future_choice_log_score"":-0.9451873064151924,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.4111328125,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":110.158203125,""reader_surface_comparisons"":24.8466796875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.489768233767335,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-subtle-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-stable-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.39553023394051023,""future_choice_log_score"":-0.8377839999012763,""future_considered_targets"":22.626953125,""future_found_options"":8.2822265625,""future_legal"":1.0,""future_revision_primitives"":1.2900390625,""future_search_exhausted"":0.4951171875,""future_search_primitives"":110.158203125,""old_execution_primitives"":2.0,""original_production_primitives"":23.751953125,""original_search_primitives"":897.08203125,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.2822265625,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":110.158203125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.40723423685976096,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},chronological,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.559893192300491,""future_choice_log_score"":-1.062988746751489,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":328.125,""reader_prediction_terms"":40.546875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":997.40234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.5722535607221491,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},context-mixture,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5602104882184618,""future_choice_log_score"":-1.0700739969060826,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":40.546875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5791015625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.5811414340179439,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.559893192300491,""future_choice_log_score"":-1.062988746751489,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":328.125,""reader_prediction_terms"":40.546875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":997.40234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.5722535607221491,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},stable,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5776634580565584,""future_choice_log_score"":-1.1177005460466156,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":196.875,""reader_prediction_terms"":24.328125,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":997.40234375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.5856575578462303,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6636926590845845,""future_choice_log_score"":-1.4214081907637401,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":40.546875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5791015625,""reader_surface_comparisons"":24.328125,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.6165099649308083,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-subtle-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-ordinary"",""kind"":""subtle"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5981491069178418,""future_choice_log_score"":-1.1612996920681267,""future_considered_targets"":22.61328125,""future_found_options"":8.109375,""future_legal"":1.0,""future_revision_primitives"":1.6357421875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5791015625,""old_execution_primitives"":2.0,""original_production_primitives"":29.6708984375,""original_search_primitives"":887.8232421875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.109375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5791015625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.5996947645112025,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},chronological,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.365640567103858,""future_choice_log_score"":-0.689569376942325,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":335.2392578125,""reader_prediction_terms"":41.46484375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1003.66796875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3588962202484533,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},context-mixture,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3753197019810562,""future_choice_log_score"":-0.7137409674126636,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.46484375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5400390625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3816076922613112,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.365640567103858,""future_choice_log_score"":-0.689569376942325,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":335.2392578125,""reader_prediction_terms"":41.46484375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1003.66796875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.3588962202484533,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},stable,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3798202450972687,""future_choice_log_score"":-0.7217905753997554,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":201.1435546875,""reader_prediction_terms"":24.87890625,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":1003.66796875,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.37174160370462156,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.42691062738325913,""future_choice_log_score"":-0.933359089547956,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.46484375,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5400390625,""reader_surface_comparisons"":24.87890625,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.47682215969976216,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-subtle-redirected-costly,"{""consideration"":""varied"",""id"":""changing-up-subtle-redirected-costly"",""kind"":""subtle"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.38375402329661157,""future_choice_log_score"":-0.7539419933867,""future_considered_targets"":22.5732421875,""future_found_options"":8.29296875,""future_legal"":1.0,""future_revision_primitives"":1.2861328125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":109.5400390625,""old_execution_primitives"":2.0,""original_production_primitives"":24.51953125,""original_search_primitives"":894.1279296875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.29296875,""reader_routine_replay_primitives"":2.0,""reader_search_primitives"":109.5400390625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":22.2626953125,""revision_cost_accuracy"":-0.36724768061461993,""routine_definition_primitives"":2.0,""training_primitives"":23.2294921875}",boundary-expansion-1/V02
{},chronological,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5969195444693183,""future_choice_log_score"":-1.2197130294993141,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":333.8134765625,""reader_prediction_terms"":40.908203125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":980.1416015625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.578642834448823,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},context-mixture,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5972507106464497,""future_choice_log_score"":-1.2337331456969605,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":40.908203125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.8759765625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5852171431735116,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5969195444693183,""future_choice_log_score"":-1.2197130294993141,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":333.8134765625,""reader_prediction_terms"":40.908203125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":980.1416015625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.578642834448823,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},stable,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6156653905695323,""future_choice_log_score"":-1.2947970020158264,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":200.2880859375,""reader_prediction_terms"":24.544921875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":980.1416015625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5859894799522382,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.7105600769332372,""future_choice_log_score"":-1.566683204955954,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":40.908203125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.8759765625,""reader_surface_comparisons"":24.544921875,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6572703429007422,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-initially-useful-stable-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6623872654718451,""future_choice_log_score"":-1.397555949094642,""future_considered_targets"":22.6416015625,""future_found_options"":8.181640625,""future_legal"":1.0,""future_revision_primitives"":1.701171875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.8759765625,""old_execution_primitives"":3.0,""original_production_primitives"":27.2041015625,""original_search_primitives"":872.265625,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.181640625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.8759765625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6299744158345059,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},chronological,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3594005252665801,""future_choice_log_score"":-0.7331282860791238,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":344.8291015625,""reader_prediction_terms"":42.529296875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.44140625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.34964960242467935,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
