access_contract,bootstrap,card_id,condition,condition_factors,criterion_state,estimand,evidence_scope,interval_95,mean,n_constructors,n_makers,paired_standard_deviation,source
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-2,"{""future_weights"":[1.0,0.0],""id"":""practice-2"",""practice_examples"":2}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-observe-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus observe: success"",""practical_bar"":0.05,""rival"":""observe"",""target"":""success"",""units"":""success_fraction""}",discovery,"[0.0,0.0]",0.0,8,64,0.0,inquiry-scout-2/R05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-2,"{""future_weights"":[1.0,0.0],""id"":""practice-2"",""practice_examples"":2}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-unrelated-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus unrelated: success"",""practical_bar"":0.05,""rival"":""unrelated"",""target"":""success"",""units"":""success_fraction""}",discovery,"[0.5,0.5]",0.5,8,64,0.0,inquiry-scout-2/R05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-4,"{""future_weights"":[1.0,0.0],""id"":""practice-4"",""practice_examples"":4}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-observe-future_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus observe: future_log_score"",""practical_bar"":0.02,""rival"":""observe"",""target"":""future_log_score"",""units"":""nats_per_event""}",discovery,"[0.0,0.0]",0.0,8,64,0.0,inquiry-scout-2/R05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-4,"{""future_weights"":[1.0,0.0],""id"":""practice-4"",""practice_examples"":4}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-unrelated-future_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus unrelated: future_log_score"",""practical_bar"":0.02,""rival"":""unrelated"",""target"":""future_log_score"",""units"":""nats_per_event""}",discovery,"[0.7304179418441478,0.7304179418441478]",0.7304179418441478,8,64,0.0,inquiry-scout-2/R05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-4,"{""future_weights"":[1.0,0.0],""id"":""practice-4"",""practice_examples"":4}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-observe-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus observe: success"",""practical_bar"":0.05,""rival"":""observe"",""target"":""success"",""units"":""success_fraction""}",discovery,"[0.0,0.0]",0.0,8,64,0.0,inquiry-scout-2/R05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",R05,practice-4,"{""future_weights"":[1.0,0.0],""id"":""practice-4"",""practice_examples"":4}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""enact"",""denominator"":""all independent maker task packets, including failures"",""id"":""R05-enact-minus-unrelated-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""enact minus unrelated: success"",""practical_bar"":0.05,""rival"":""unrelated"",""target"":""success"",""units"":""success_fraction""}",discovery,"[0.8333333333333334,0.8333333333333334]",0.8333333333333334,8,64,0.0,inquiry-scout-2/R05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S01,intact,"{""id"":""intact"",""memory"":""intact""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S01-self-model-minus-memory-only-controller_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: controller_log_score"",""practical_bar"":0.02,""rival"":""memory-only"",""target"":""controller_log_score"",""units"":""nats_per_event""}",discovery expansion,"[6.071532165918825e-18,1.8648277366750676e-17]",1.1709383462843448e-17,32,256,3.4168017447444196e-17,constructor-expansion-1/S01
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S01,partial,"{""id"":""partial"",""memory"":""partial""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S01-self-model-minus-memory-only-controller_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: controller_log_score"",""practical_bar"":0.02,""rival"":""memory-only"",""target"":""controller_log_score"",""units"":""nats_per_event""}",discovery expansion,"[0.047146115579041435,0.2356790871962627]",0.13371203070556725,32,256,0.5243453405298395,constructor-expansion-1/S01
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S02,partial,"{""id"":""partial"",""memory"":""partial""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S02-self-model-minus-bayes-error-net_repair"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus bayes-error: net_repair"",""practical_bar"":0.05,""rival"":""bayes-error"",""target"":""net_repair"",""units"":""net_repair_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S02
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S02,partial,"{""id"":""partial"",""memory"":""partial""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S02-self-model-minus-direct-error-net_repair"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-error: net_repair"",""practical_bar"":0.05,""rival"":""direct-error"",""target"":""net_repair"",""units"":""net_repair_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S02
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S02,intact,"{""id"":""intact"",""memory"":""intact""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S02-self-model-minus-bayes-error-net_repair"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus bayes-error: net_repair"",""practical_bar"":0.05,""rival"":""bayes-error"",""target"":""net_repair"",""units"":""net_repair_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S02
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S02,intact,"{""id"":""intact"",""memory"":""intact""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S02-self-model-minus-direct-error-net_repair"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-error: net_repair"",""practical_bar"":0.05,""rival"":""direct-error"",""target"":""net_repair"",""units"":""net_repair_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S02
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-128,"{""budget"":128,""id"":""aligned-budget-128"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-128,"{""budget"":128,""id"":""aligned-budget-128"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-128,"{""budget"":128,""id"":""aligned-budget-128"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-512,"{""budget"":512,""id"":""aligned-budget-512"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-512,"{""budget"":512,""id"":""aligned-budget-512"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,aligned-budget-512,"{""budget"":512,""id"":""aligned-budget-512"",""kind"":""aligned""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-128,"{""budget"":128,""id"":""obvious-budget-128"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-128,"{""budget"":128,""id"":""obvious-budget-128"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-128,"{""budget"":128,""id"":""obvious-budget-128"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-512,"{""budget"":512,""id"":""obvious-budget-512"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-512,"{""budget"":512,""id"":""obvious-budget-512"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,obvious-budget-512,"{""budget"":512,""id"":""obvious-budget-512"",""kind"":""obvious""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-128,"{""budget"":128,""id"":""subtle-budget-128"",""kind"":""subtle""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.53125,0.703125]",0.6171875,128,1024,0.486310646568412,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-128,"{""budget"":128,""id"":""subtle-budget-128"",""kind"":""subtle""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[1.0,1.0]",1.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-128,"{""budget"":128,""id"":""subtle-budget-128"",""kind"":""subtle""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-512,"{""budget"":512,""id"":""subtle-budget-512"",""kind"":""subtle""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.53125,0.703125]",0.6171875,128,1024,0.486310646568412,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-512,"{""budget"":512,""id"":""subtle-budget-512"",""kind"":""subtle""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[1.0,1.0]",1.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,subtle-budget-512,"{""budget"":512,""id"":""subtle-budget-512"",""kind"":""subtle""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-128,"{""budget"":128,""id"":""initially-useful-budget-128"",""kind"":""initially-useful""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-128,"{""budget"":128,""id"":""initially-useful-budget-128"",""kind"":""initially-useful""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[1.0,1.0]",1.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-128,"{""budget"":128,""id"":""initially-useful-budget-128"",""kind"":""initially-useful""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-512,"{""budget"":512,""id"":""initially-useful-budget-512"",""kind"":""initially-useful""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""inspect-now"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-inspect-now-minus-inspect-late-collateral_saving"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""inspect-now minus inspect-late: collateral_saving"",""practical_bar"":0.5,""rival"":""inspect-late"",""target"":""collateral_saving"",""units"":""primitive_evaluations""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-512,"{""budget"":512,""id"":""initially-useful-budget-512"",""kind"":""initially-useful""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-shape-only-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus shape-only: success"",""practical_bar"":0.05,""rival"":""shape-only"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[1.0,1.0]",1.0,128,1024,0.0,boundary-expansion-1/S03
"{""access"":""same coarse part presence, own executed training and public physics; inspection reveals orientations only after a paid committed request""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S03,initially-useful-budget-512,"{""budget"":512,""id"":""initially-useful-budget-512"",""kind"":""initially-useful""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S03-self-model-minus-direct-simulation-success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-simulation: success"",""practical_bar"":0.05,""rival"":""direct-simulation"",""target"":""success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S03
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,absent-with-artifact,"{""action_evidence"":1,""id"":""absent-with-artifact"",""memory"":""absent""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.3359375,0.54296875]",0.44921875,32,256,0.5716842805838435,constructor-expansion-1/S04
